altitude_m,pressure_kpa,ambient_temp_c,air_density_kg_m3,density_ratio,cooling_mode,is_forced,theta_base,load_power_w,electrode_gap_mm,delta_t_diurnal,paschen_v_bd,t_baseline_c,t_reference_c,thermal_residual_c
4680.3,56.37,-4.08,0.7298,0.5957,forced,1.0,1.397,15.05,2.34,52.8,1652.1,27.74,34.41,6.668
2039.1,79.11,2.78,0.9988,0.8153,forced,1.0,2.491,63.77,6.09,63.7,5270.6,189.82,216.96,27.141
792.8,92.16,7.35,1.1445,0.9343,forced,1.0,5.325,53.03,1.43,30.8,1648.4,305.52,319.18,13.655
5278.3,52.04,-15.19,0.7028,0.5737,natural,0.0,1.764,23.06,5.1,29.1,3081.7,38.52,49.98,11.456
4140.8,60.52,-10.34,0.8022,0.6548,forced,1.0,1.379,15.99,5.92,29.3,4034.8,20.6,26.3,5.706
3063.3,69.54,10.76,0.8534,0.6966,forced,1.0,5.593,11.95,6.79,55.5,5178.4,100.02,112.08,12.054
2591.7,73.83,12.73,0.8996,0.7344,forced,1.0,5.846,39.0,9.4,20.2,7328.2,304.56,357.12,52.556
658.6,93.66,18.25,1.1197,0.914,natural,0.0,2.457,58.5,6.87,63.5,6844.7,168.58,176.77,8.188
3818.9,63.11,3.54,0.7946,0.6486,forced,1.0,3.56,10.5,2.19,27.0,1723.4,56.41,64.81,8.406
1829.4,81.19,-0.77,1.0385,0.8477,forced,1.0,4.235,16.21,6.52,19.3,5735.3,77.57,83.49,5.921
2737.7,72.48,4.86,0.9082,0.7414,forced,1.0,4.577,43.09,2.93,49.4,2521.2,255.42,301.11,45.692
3221.8,68.15,-5.06,0.8856,0.7229,natural,0.0,6.208,67.7,4.12,59.2,3240.7,489.25,594.82,105.573
5368.7,51.41,-19.95,0.7073,0.5774,forced,1.0,3.88,35.32,5.32,51.0,3163.9,192.68,256.92,64.235
2398.1,75.64,1.58,0.9592,0.783,natural,0.0,1.947,12.32,7.44,48.1,6067.2,28.68,30.57,1.898
888.5,91.1,11.93,1.1132,0.9087,forced,1.0,4.477,34.18,7.66,15.7,7365.5,177.15,185.65,8.509
1449.5,85.08,10.52,1.0449,0.8529,forced,1.0,4.173,3.79,7.19,31.1,6541.6,28.48,29.45,0.968
2785.6,72.04,9.65,0.8875,0.7244,natural,0.0,1.657,34.94,3.72,20.4,3107.9,77.68,88.03,10.346
595.0,94.38,11.47,1.1552,0.943,natural,0.0,1.604,3.23,8.19,23.0,8084.4,16.81,16.85,0.037
5462.3,50.76,-20.37,0.6996,0.5711,forced,1.0,3.109,16.23,2.75,41.6,1738.0,58.62,77.01,18.394
836.8,91.67,13.45,1.1142,0.9096,forced,1.0,1.391,74.75,7.83,40.1,7553.8,125.65,133.89,8.239
1990.9,79.58,7.35,0.9884,0.8068,forced,1.0,1.071,64.9,3.82,58.2,3480.8,89.91,102.58,12.669
760.6,92.51,30.57,1.0612,0.8663,forced,1.0,3.408,30.51,6.22,55.8,6187.9,147.22,155.82,8.602
3019.8,69.93,5.53,0.8742,0.7136,forced,1.0,2.508,23.84,7.19,28.6,5476.0,83.83,96.55,12.723
1167.6,88.06,17.33,1.0561,0.8621,natural,0.0,2.105,59.95,3.03,15.5,3100.9,153.25,165.81,12.562
3777.3,63.45,1.27,0.8055,0.6575,forced,1.0,3.662,52.41,5.01,28.9,3623.6,269.63,342.06,72.424
886.4,91.12,21.02,1.0791,0.8809,forced,1.0,3.97,15.97,4.92,46.5,4936.6,91.19,95.26,4.071
3350.7,67.04,-14.48,0.9028,0.737,forced,1.0,5.665,18.64,5.41,18.7,4077.2,120.33,138.67,18.336
2301.7,76.56,1.06,0.9727,0.794,forced,1.0,5.713,61.11,8.85,17.0,7175.3,420.92,488.75,67.827
3261.3,67.81,0.53,0.8631,0.7046,forced,1.0,2.768,47.55,1.88,44.3,1602.2,174.69,213.2,38.508
374.2,96.91,16.13,1.167,0.9527,forced,1.0,2.21,45.93,9.48,31.1,9457.5,121.69,125.04,3.353
70.3,100.48,11.65,1.2291,1.0034,forced,1.0,1.218,13.04,2.78,15.4,3222.0,27.49,27.51,0.02
4181.4,60.2,-5.46,0.7834,0.6395,forced,1.0,5.541,11.79,6.07,53.0,4106.5,87.92,103.67,15.753
4701.9,56.21,-16.74,0.7636,0.6234,natural,0.0,3.036,54.14,1.64,36.0,1199.3,191.4,249.81,58.41
4062.1,61.14,4.75,0.7665,0.6257,forced,1.0,6.373,38.43,3.06,43.7,2251.4,361.16,456.83,95.67
9.1,101.22,18.62,1.2085,0.9865,forced,1.0,3.623,58.41,6.15,44.3,6639.3,232.56,234.54,1.988
5225.9,52.41,-12.06,0.6993,0.5708,forced,1.0,6.069,43.35,7.62,20.1,4447.4,399.98,536.99,137.01
4960.1,54.31,-22.27,0.7541,0.6156,natural,0.0,1.382,42.15,3.13,18.2,2069.1,51.96,70.29,18.328
277.5,98.03,25.88,1.1421,0.9323,forced,1.0,3.591,57.37,8.28,51.5,8452.8,243.79,254.13,10.335
993.1,89.95,16.82,1.0807,0.8822,forced,1.0,4.146,6.31,1.3,60.0,1486.7,45.72,46.47,0.755
5596.8,49.85,-5.8,0.6495,0.5302,forced,1.0,5.133,24.53,3.36,63.1,2043.6,203.39,267.09,63.698
1071.2,89.1,6.63,1.1094,0.9057,forced,1.0,6.184,7.32,4.64,64.7,4591.3,55.62,56.82,1.201
576.7,94.59,11.64,1.157,0.9445,natural,0.0,4.62,37.5,6.71,25.3,6761.5,189.87,195.32,5.448
3462.8,66.08,-5.11,0.8588,0.7011,forced,1.0,5.84,52.21,3.95,34.3,3034.7,400.0,493.52,93.513
3197.8,68.36,-12.99,0.9154,0.7473,natural,0.0,4.389,8.47,7.44,39.0,5535.4,30.02,33.41,3.392
71.2,100.47,13.94,1.2192,0.9953,forced,1.0,3.235,5.13,6.64,46.8,7070.9,30.59,30.69,0.096
5766.1,48.71,-22.21,0.6763,0.552,forced,1.0,6.224,23.9,0.96,31.1,661.5,217.02,285.11,68.084
4668.5,56.45,-11.68,0.7522,0.614,natural,0.0,5.419,60.93,7.73,10.7,4821.5,409.72,538.9,129.185
832.7,91.71,16.28,1.1039,0.9011,forced,1.0,5.732,29.2,4.4,23.9,4489.2,198.22,207.94,9.724
5977.6,47.32,-14.53,0.6375,0.5204,forced,1.0,2.15,27.65,8.54,31.9,4498.6,85.73,118.16,32.436
4850.3,55.11,-11.27,0.7331,0.5984,forced,1.0,2.365,47.28,2.26,41.5,1569.0,157.33,210.83,53.493
2136.0,78.16,1.25,0.9923,0.81,forced,1.0,2.985,72.99,0.88,20.1,926.1,259.1,300.33,41.222
2703.8,72.79,-1.23,0.9325,0.7612,natural,0.0,5.862,64.99,5.27,27.6,4289.5,435.43,512.29,76.86
3465.8,66.05,5.29,0.8264,0.6746,natural,0.0,3.667,67.45,8.68,30.1,6169.3,306.41,384.38,77.976
3816.5,63.13,-19.45,0.8668,0.7076,natural,0.0,4.486,72.06,2.72,11.5,2085.7,364.89,455.45,90.563
3601.2,64.91,-5.24,0.844,0.689,forced,1.0,6.419,30.98,1.57,60.7,1310.8,262.66,316.01,53.347
853.7,91.48,13.34,1.1124,0.9081,forced,1.0,6.34,29.25,1.71,40.6,1921.1,213.69,223.99,10.301
3839.6,62.94,-0.33,0.8037,0.656,forced,1.0,2.456,3.25,2.3,64.9,1792.7,10.85,12.06,1.205
5481.3,50.63,-3.29,0.6536,0.5336,forced,1.0,2.758,42.91,0.66,12.7,495.4,192.34,264.91,72.565
2125.8,78.26,10.18,0.9623,0.7855,forced,1.0,1.964,19.11,5.4,28.7,4680.9,55.7,60.25,4.544
3390.1,66.7,2.29,0.8436,0.6886,natural,0.0,3.249,71.98,6.51,44.7,4796.5,284.09,355.82,71.728
3558.9,65.27,-2.27,0.8394,0.6852,forced,1.0,2.137,10.26,9.12,24.8,6376.4,27.4,31.18,3.79
2160.0,77.93,18.45,0.931,0.76,forced,1.0,3.162,9.08,5.12,28.6,4447.5,54.23,57.67,3.437
1684.1,82.66,2.67,1.0441,0.8523,forced,1.0,3.181,10.24,4.92,19.2,4521.8,39.71,41.17,1.461
4137.7,60.54,3.83,0.7615,0.6216,forced,1.0,6.277,50.86,8.24,50.6,5438.2,470.82,612.31,141.482
910.6,90.85,20.15,1.0791,0.8809,natural,0.0,2.546,71.21,9.96,32.7,9322.8,213.29,229.59,16.297
4287.9,59.36,-15.25,0.8018,0.6546,forced,1.0,1.78,48.62,7.99,52.8,5192.9,106.22,138.45,32.228
5587.7,49.91,-14.66,0.6726,0.5491,forced,1.0,5.343,12.43,9.37,43.3,5131.9,92.67,117.24,24.571
280.4,98.0,19.98,1.1647,0.9508,natural,0.0,2.807,56.88,4.83,14.5,5189.5,183.74,188.72,4.98
975.9,90.14,25.56,1.0512,0.8581,natural,0.0,5.943,8.35,0.93,19.5,1104.9,79.12,80.78,1.654
438.1,96.17,21.0,1.139,0.9298,natural,0.0,4.381,37.81,9.48,12.1,9388.6,192.79,198.72,5.931
5208.5,52.53,-25.56,0.7391,0.6034,forced,1.0,4.96,49.54,5.95,64.7,3566.5,342.51,459.26,116.75
1339.2,86.24,6.36,1.0748,0.8774,forced,1.0,2.283,60.19,3.8,15.1,3724.1,158.97,173.14,14.17
2137.3,78.15,16.6,0.9396,0.767,natural,0.0,2.266,47.47,8.79,18.3,7264.4,139.42,157.53,18.103
5877.8,47.98,-17.15,0.6529,0.5329,forced,1.0,4.136,65.57,0.77,53.2,536.6,431.59,627.07,195.474
5185.1,52.7,-21.0,0.728,0.5943,forced,1.0,1.033,52.55,2.65,45.1,1738.6,61.31,88.59,27.275
3711.2,63.99,-7.23,0.8384,0.6844,natural,0.0,1.17,30.18,2.5,47.4,1962.0,35.44,42.82,7.377
2870.9,71.27,10.84,0.8742,0.7137,forced,1.0,1.746,69.73,7.51,61.4,5795.5,170.34,209.25,38.904
3134.4,68.92,-0.11,0.8793,0.7178,forced,1.0,5.452,49.03,5.68,47.7,4372.3,348.41,421.44,73.03
1772.5,81.77,2.37,1.0339,0.844,forced,1.0,5.414,46.94,8.13,31.4,7048.4,293.44,324.3,30.858
3148.9,68.79,0.65,0.8753,0.7145,forced,1.0,3.073,69.45,3.76,63.8,3008.8,279.94,348.79,68.851
799.1,92.09,10.83,1.1297,0.9222,forced,1.0,1.941,70.41,2.54,37.3,2755.5,156.61,165.29,8.677
118.9,99.9,18.61,1.1929,0.9738,forced,1.0,4.877,9.55,3.39,28.4,3832.9,66.2,66.6,0.397
4817.0,55.35,-12.59,0.7401,0.6041,forced,1.0,5.542,25.56,4.65,19.0,3000.1,199.45,252.02,52.571
3168.0,68.62,-7.33,0.8993,0.7341,natural,0.0,3.978,38.08,9.28,63.2,6780.1,169.46,197.16,27.705
2667.8,73.12,4.79,0.9165,0.7481,forced,1.0,2.878,18.22,9.66,59.5,7446.3,70.93,79.41,8.482
3453.2,66.16,5.23,0.8279,0.6759,forced,1.0,6.326,27.18,4.42,28.7,3359.5,240.45,287.27,46.824
1547.5,84.06,10.37,1.0329,0.8432,forced,1.0,4.917,56.76,6.9,63.8,6229.0,330.3,367.47,37.17
36.9,100.88,26.29,1.1737,0.9581,forced,1.0,2.726,39.95,8.82,30.5,9186.4,139.01,141.48,2.463
3195.9,68.38,13.21,0.8319,0.6791,forced,1.0,3.452,16.99,1.96,30.5,1673.6,93.17,106.47,13.301
558.7,94.79,22.49,1.117,0.9118,forced,1.0,1.242,68.49,8.56,35.2,8449.1,114.08,120.65,6.567
4946.3,54.41,-15.27,0.735,0.6,natural,0.0,3.144,38.44,6.74,61.0,4121.6,140.76,180.71,39.955
5916.7,47.72,-12.39,0.6375,0.5204,natural,0.0,5.499,35.03,8.99,19.3,4746.8,254.65,338.48,83.834
2751.5,72.35,-1.38,0.9274,0.7571,forced,1.0,5.696,31.3,1.55,37.7,1425.9,221.39,254.54,33.153
2297.3,76.6,8.91,0.9461,0.7723,natural,0.0,0.869,31.28,8.43,37.4,6868.8,39.83,43.56,3.728
2970.6,70.37,-1.88,0.9037,0.7377,forced,1.0,1.61,64.15,2.96,23.6,2477.1,129.89,159.33,29.437
1945.2,80.04,3.91,1.0064,0.8215,forced,1.0,5.448,63.58,9.73,15.8,8140.5,409.27,466.37,57.103
4979.8,54.16,-9.47,0.7156,0.5842,forced,1.0,5.056,29.47,3.57,64.8,2320.4,219.63,283.09,63.468
2212.5,77.42,2.35,0.979,0.7991,forced,1.0,2.05,20.5,7.36,19.3,6135.8,52.63,57.84,5.204
1942.9,80.06,7.88,0.9925,0.8102,forced,1.0,2.056,7.92,7.71,17.4,6593.4,27.16,28.41,1.256
5899.1,47.84,-20.59,0.6598,0.5386,forced,1.0,2.462,70.96,2.08,48.9,1287.1,265.97,392.3,126.326
2002.8,79.47,13.22,0.9667,0.7891,natural,0.0,1.381,67.46,6.46,22.2,5580.0,118.12,134.36,16.242
1778.8,81.7,7.77,1.0132,0.8271,forced,1.0,4.156,30.11,5.06,38.5,4586.8,153.42,168.3,14.879
2452.3,75.13,2.34,0.9501,0.7755,forced,1.0,3.878,65.69,7.36,21.0,5965.4,314.55,372.41,57.863
631.8,93.96,20.91,1.1132,0.9087,forced,1.0,6.063,36.42,9.74,16.9,9423.0,259.34,272.47,13.133
3111.7,69.12,-1.17,0.8853,0.7227,forced,1.0,1.919,70.88,6.61,45.7,5026.3,175.21,217.88,42.668
554.6,94.84,20.49,1.1251,0.9185,forced,1.0,4.371,32.47,1.09,16.8,1332.2,172.39,179.03,6.633
2107.6,78.44,6.02,0.9788,0.799,natural,0.0,1.96,4.64,2.38,46.8,2252.9,16.18,16.35,0.161
3589.6,65.01,-0.76,0.8314,0.6787,forced,1.0,2.667,6.16,3.71,38.5,2827.6,21.64,24.52,2.885
2389.2,75.73,1.03,0.9622,0.7855,natural,0.0,5.947,49.64,3.9,56.3,3388.5,334.11,379.61,45.497
3147.0,68.81,4.58,0.8631,0.7045,forced,1.0,1.204,28.56,7.86,30.1,5847.6,50.08,58.61,8.537
4531.9,57.48,-20.11,0.7914,0.646,forced,1.0,0.925,32.53,3.23,54.9,2241.3,22.59,32.87,10.278
869.8,91.3,5.51,1.1414,0.9318,forced,1.0,3.933,26.5,5.54,21.3,5510.7,115.8,119.35,3.552
5964.9,47.41,-18.53,0.6486,0.5295,forced,1.0,1.799,45.95,9.99,53.9,5189.0,118.95,171.62,52.673
2484.9,74.82,6.82,0.9311,0.76,forced,1.0,5.186,46.02,6.33,61.6,5186.9,304.03,354.95,50.925
1018.8,89.67,9.8,1.104,0.9012,natural,0.0,5.996,47.66,0.64,50.2,789.3,310.83,327.99,17.166
1327.1,86.37,3.61,1.0871,0.8874,forced,1.0,6.156,62.52,3.7,32.6,3636.4,427.05,462.82,35.776
4016.8,61.5,-8.62,0.81,0.6612,forced,1.0,3.82,52.38,5.59,11.5,3887.5,269.95,345.04,75.088
1814.5,81.34,7.7,1.009,0.8237,forced,1.0,4.785,9.45,8.56,11.6,7352.1,60.49,64.12,3.631
2946.5,70.59,1.63,0.8949,0.7305,forced,1.0,1.901,41.25,6.05,63.9,4725.3,102.42,121.44,19.02
4670.1,56.44,-7.21,0.7394,0.6036,natural,0.0,2.887,66.77,7.25,52.2,4550.2,240.87,323.46,82.589
3095.4,69.26,1.75,0.8777,0.7165,forced,1.0,1.333,21.23,1.7,15.0,1493.5,38.7,44.69,5.991
2951.1,70.54,9.69,0.8689,0.7093,forced,1.0,4.661,39.03,1.56,43.8,1406.0,249.17,297.45,48.279
2645.1,73.33,10.97,0.8991,0.734,forced,1.0,1.859,33.98,3.99,25.9,3362.6,91.85,105.49,13.639
4929.5,54.53,-12.02,0.7275,0.5939,forced,1.0,4.25,22.33,3.55,59.0,2326.2,131.94,166.8,34.857
1308.9,86.56,10.59,1.0628,0.8675,forced,1.0,2.423,11.44,2.44,54.9,2510.3,41.63,43.0,1.368
4384.9,58.61,-3.83,0.7581,0.6189,forced,1.0,5.008,22.24,3.48,33.8,2437.3,159.68,196.74,37.061
3253.8,67.87,2.6,0.8575,0.7,forced,1.0,6.386,48.52,0.97,60.5,895.3,414.85,507.74,92.887
2837.2,71.57,-6.53,0.9352,0.7634,natural,0.0,2.442,42.09,3.58,55.5,2984.6,111.12,127.76,16.636
2974.9,70.33,0.14,0.8965,0.7319,forced,1.0,5.628,74.65,6.16,14.2,4787.4,539.46,666.67,127.205
5751.6,48.81,-13.01,0.6536,0.5336,forced,1.0,2.361,27.11,1.91,59.9,1215.8,92.79,125.79,32.996
4260.9,59.57,-10.26,0.7894,0.6444,forced,1.0,4.782,45.5,7.69,27.7,5038.1,299.03,382.45,83.416
379.5,96.85,16.67,1.1641,0.9503,forced,1.0,5.271,25.1,3.64,52.9,3981.1,154.48,157.86,3.386
3166.5,68.64,5.12,0.8592,0.7014,forced,1.0,3.568,37.63,8.94,28.2,6559.8,183.45,219.14,35.695
3150.8,68.77,0.14,0.8767,0.7156,forced,1.0,2.826,50.55,9.2,60.4,6739.4,186.85,227.08,40.233
5993.9,47.22,-19.3,0.648,0.529,natural,0.0,5.825,14.59,9.67,22.8,5018.3,97.52,120.62,23.104
4092.6,60.9,-7.61,0.799,0.6522,natural,0.0,3.224,74.43,6.21,53.0,4239.2,289.52,377.64,88.116
600.8,94.31,18.58,1.1262,0.9194,forced,1.0,4.403,4.01,7.29,28.9,7264.9,37.46,38.16,0.694
1460.6,84.96,17.05,1.02,0.8326,forced,1.0,4.756,19.42,7.49,59.9,6774.3,124.01,132.83,8.822
2511.6,74.57,1.46,0.946,0.7723,forced,1.0,1.291,11.37,4.58,33.0,3868.1,19.51,21.22,1.701
335.6,97.36,12.74,1.1863,0.9684,forced,1.0,2.681,23.89,8.66,59.2,8748.5,78.45,79.45,1.006
1744.4,82.05,-1.1,1.0507,0.8577,natural,0.0,1.315,9.58,7.2,15.7,6333.9,12.51,13.17,0.658
5573.2,50.01,-18.24,0.6834,0.5579,forced,1.0,6.35,19.17,7.22,47.7,4060.9,175.88,225.97,50.089
5803.4,48.47,-28.04,0.6888,0.5623,forced,1.0,5.205,29.02,8.25,55.2,4455.6,211.41,281.76,70.351
1257.4,87.1,2.15,1.1022,0.8998,natural,0.0,5.291,4.05,6.4,29.5,6012.5,24.77,24.85,0.082
2825.0,71.68,-2.3,0.922,0.7526,forced,1.0,3.216,24.63,2.77,17.9,2375.8,97.12,110.85,13.734
3773.6,63.48,-7.7,0.8331,0.6801,forced,1.0,1.275,21.86,9.63,56.7,6536.2,30.23,37.51,7.275
4542.7,57.4,1.15,0.729,0.5951,forced,1.0,0.988,12.88,7.05,54.7,4502.9,20.42,24.84,4.422
1303.3,86.62,25.33,1.011,0.8253,forced,1.0,4.246,60.33,4.92,37.4,4715.8,324.04,364.49,40.455
177.9,99.21,19.22,1.1821,0.9649,forced,1.0,3.124,45.37,6.04,35.2,6422.0,165.06,168.24,3.186
5764.4,48.72,-10.69,0.6467,0.5279,forced,1.0,1.118,42.0,4.2,51.3,2443.3,67.56,96.7,29.137
1353.1,86.09,15.3,1.0398,0.8488,forced,1.0,2.889,70.54,5.87,45.5,5504.4,247.62,276.25,28.634
1219.2,87.51,3.68,1.1012,0.899,forced,1.0,5.96,51.5,2.78,44.4,2849.7,337.92,360.98,23.062
817.4,91.88,17.12,1.1027,0.9002,forced,1.0,4.463,13.18,2.66,58.9,2859.6,81.1,83.73,2.632
1777.6,81.71,13.63,0.9926,0.8103,forced,1.0,3.55,72.97,4.09,26.2,3789.4,320.13,369.04,48.909
2880.3,71.18,1.15,0.904,0.738,forced,1.0,2.184,7.79,3.2,29.0,2687.3,22.84,24.9,2.064
1750.4,81.99,14.79,0.992,0.8098,forced,1.0,1.436,57.38,8.88,63.1,7657.1,112.37,126.16,13.795
5208.6,52.53,5.22,0.6574,0.5366,natural,0.0,1.424,26.24,8.62,53.8,4983.9,56.22,69.67,13.444
160.6,99.41,23.81,1.1662,0.952,natural,0.0,6.227,5.47,0.94,45.1,1214.6,58.71,59.36,0.652
4560.5,57.27,-0.63,0.7321,0.5976,forced,1.0,2.258,9.11,0.75,62.2,613.3,30.44,36.32,5.888
3399.8,66.62,-6.68,0.8709,0.7109,natural,0.0,5.465,29.61,1.5,25.6,1288.5,185.24,214.07,28.831
2825.1,71.68,1.07,0.9107,0.7434,forced,1.0,5.904,47.91,1.18,50.1,1112.8,359.7,427.35,67.649
360.8,97.06,31.5,1.1099,0.9061,forced,1.0,6.443,35.32,5.88,57.5,6142.9,277.75,290.99,13.243
4885.2,54.85,-7.41,0.7191,0.587,forced,1.0,0.81,31.2,7.77,18.6,4717.3,31.28,42.36,11.081
4858.6,55.05,-15.58,0.7445,0.6078,forced,1.0,3.875,52.42,3.63,47.3,2387.6,286.95,383.41,96.458
2710.1,72.73,4.2,0.9135,0.7457,forced,1.0,5.672,9.43,9.39,57.8,7226.7,71.81,78.62,6.812
1289.7,86.76,15.9,1.0457,0.8536,forced,1.0,3.909,37.93,3.89,17.9,3820.5,184.18,199.63,15.453
2650.7,73.28,-9.44,0.968,0.7902,forced,1.0,6.023,51.93,3.35,13.6,2869.8,368.2,426.16,57.957
2132.1,78.2,11.51,0.957,0.7812,natural,0.0,1.572,43.31,7.28,39.9,6130.0,88.56,98.56,9.995
5973.5,47.35,-8.41,0.6231,0.5086,forced,1.0,2.698,7.37,2.1,53.6,1285.8,25.76,33.49,7.736
4560.9,57.26,6.23,0.7141,0.5829,forced,1.0,3.12,49.48,8.36,17.2,5240.0,243.94,324.47,80.527
2822.0,71.71,-1.73,0.9204,0.7514,natural,0.0,3.512,12.09,1.43,23.7,1320.3,47.23,50.85,3.615
4113.1,60.74,-1.55,0.779,0.6359,forced,1.0,2.404,46.65,4.35,47.4,3071.6,159.56,204.52,44.964
1060.4,89.22,16.26,1.0739,0.8767,forced,1.0,4.786,54.67,7.68,25.3,7250.2,306.96,332.63,25.677
4568.6,57.21,-2.07,0.7352,0.6001,forced,1.0,4.013,34.1,6.92,56.4,4415.3,203.83,261.13,57.309
5602.6,49.81,-24.0,0.6964,0.5685,forced,1.0,1.531,13.4,8.76,17.1,4816.9,8.24,15.58,7.339
4752.5,55.83,-7.63,0.7325,0.598,forced,1.0,3.108,30.51,4.24,27.7,2780.2,135.46,174.1,38.639
3016.1,69.96,3.25,0.8818,0.7199,forced,1.0,1.559,18.82,7.51,51.9,5699.1,41.41,46.83,5.414
2759.1,72.28,-6.39,0.944,0.7706,forced,1.0,2.792,41.57,7.93,60.6,6169.0,136.56,158.77,22.212
2827.2,71.66,5.05,0.8974,0.7325,forced,1.0,3.625,54.01,4.73,44.7,3838.9,256.18,308.56,52.389
1249.9,87.18,14.29,1.0566,0.8626,forced,1.0,1.802,35.71,8.9,24.7,8110.8,86.72,92.72,6.004
2184.2,77.69,11.53,0.9508,0.7761,forced,1.0,3.131,9.27,4.99,44.6,4328.5,47.05,50.13,3.083
2531.6,74.39,0.14,0.9482,0.774,forced,1.0,2.4,17.44,7.52,44.7,6028.2,51.53,57.51,5.984
412.3,96.47,9.74,1.188,0.9698,natural,0.0,6.379,23.45,7.81,41.0,7897.2,161.65,163.51,1.855
467.4,95.83,15.48,1.1567,0.9442,forced,1.0,3.447,63.13,6.87,34.5,6988.5,243.3,253.01,9.712
525.6,95.17,19.21,1.134,0.9257,forced,1.0,3.01,18.19,8.92,57.0,8800.9,77.45,79.21,1.758
4501.5,57.72,-6.78,0.7548,0.6162,natural,0.0,3.985,30.27,6.8,49.8,4381.9,146.88,180.03,33.149
3079.2,69.4,-1.51,0.8901,0.7266,forced,1.0,3.895,30.56,9.71,33.0,7140.1,152.19,178.47,26.279
3182.0,68.5,2.19,0.8667,0.7075,forced,1.0,6.19,69.48,2.51,63.7,2092.8,569.5,712.83,143.331
3800.9,63.25,0.09,0.8065,0.6584,forced,1.0,3.12,47.16,3.04,44.7,2312.6,205.63,259.2,53.57
2320.6,76.38,12.77,0.9306,0.7597,natural,0.0,4.888,42.71,3.68,50.4,3245.1,252.3,286.45,34.145
1367.1,85.94,22.72,1.0119,0.8261,forced,1.0,2.9,66.93,6.59,61.5,6101.8,248.91,280.17,31.259
2524.9,74.45,11.25,0.9119,0.7444,forced,1.0,1.852,54.29,6.0,14.6,4923.9,138.61,163.49,24.886
4645.0,56.63,-14.08,0.7615,0.6216,forced,1.0,4.878,59.81,6.77,27.5,4286.1,412.63,550.63,138.005
1773.4,81.76,6.92,1.017,0.8302,forced,1.0,3.157,74.92,0.71,34.0,799.5,281.4,320.67,39.275
5420.3,51.05,-18.58,0.6986,0.5703,natural,0.0,2.339,71.26,5.59,60.3,3287.5,202.16,287.03,84.87
1991.0,79.58,3.17,1.0034,0.8191,natural,0.0,5.926,37.79,2.14,42.2,2071.7,250.63,275.1,24.473
1649.0,83.02,-4.88,1.0781,0.8801,forced,1.0,4.243,62.9,5.62,19.0,5116.3,290.73,317.44,26.711
3075.8,69.43,3.57,0.8741,0.7136,forced,1.0,3.217,51.99,2.08,49.1,1789.8,222.62,271.19,48.578
2119.4,78.32,0.84,0.9959,0.8129,natural,0.0,3.142,64.94,0.68,21.0,738.5,227.17,257.25,30.088
467.5,95.83,11.49,1.1729,0.9575,forced,1.0,5.082,13.8,3.21,63.7,3518.0,84.08,84.94,0.864
4625.3,56.78,0.53,0.7228,0.59,forced,1.0,5.723,68.97,3.55,52.9,2408.3,602.59,829.19,226.599
823.7,91.81,12.55,1.1195,0.9139,forced,1.0,2.855,67.7,3.66,37.5,3811.8,220.22,233.56,13.335
5976.1,47.33,-14.48,0.6375,0.5204,forced,1.0,4.178,44.0,2.14,62.6,1308.0,295.54,414.98,119.439
1872.4,80.76,6.89,1.0047,0.8201,natural,0.0,3.267,5.92,6.54,21.3,5728.3,28.25,29.16,0.909
4808.0,55.42,-12.59,0.741,0.6049,forced,1.0,1.925,57.74,2.27,24.3,1580.1,153.55,209.23,55.684
4196.3,60.08,-5.59,0.7822,0.6386,forced,1.0,2.97,27.26,4.56,20.8,3173.6,110.29,136.53,26.242
3893.6,62.5,-10.47,0.8289,0.6766,forced,1.0,1.839,72.94,0.85,34.2,742.4,172.84,226.0,53.168
1258.0,87.1,15.28,1.052,0.8587,forced,1.0,3.577,2.11,3.26,25.1,3270.8,23.8,23.62,-0.186
3877.4,62.63,-1.88,0.8043,0.6566,forced,1.0,5.896,19.4,3.5,18.1,2594.8,158.31,188.4,30.088
5599.2,49.83,-10.14,0.66,0.5388,forced,1.0,4.076,36.61,8.51,19.5,4694.8,234.59,318.36,83.771
325.2,97.48,17.31,1.1691,0.9544,forced,1.0,6.343,26.5,2.15,50.2,2495.5,191.82,195.75,3.929
3530.6,65.5,-8.72,0.863,0.7045,forced,1.0,2.412,53.58,9.54,52.7,6669.1,162.37,201.77,39.394
2255.8,77.0,6.05,0.9608,0.7843,forced,1.0,1.184,54.98,4.62,29.9,4009.9,85.08,98.27,13.19
5665.7,49.38,-11.27,0.6569,0.5363,natural,0.0,1.004,73.15,1.98,58.7,1264.7,88.97,132.13,43.168
5940.2,47.57,-27.9,0.6757,0.5516,natural,0.0,2.862,18.69,3.55,13.9,2055.0,44.11,59.09,14.987
1744.0,82.05,8.82,1.0138,0.8276,forced,1.0,5.596,11.27,1.87,17.5,1889.5,82.2,87.53,5.329
4595.6,57.0,-12.72,0.7625,0.6225,natural,0.0,4.989,68.13,3.26,32.3,2238.4,418.08,554.19,136.106
4332.4,59.01,-0.86,0.755,0.6164,natural,0.0,5.607,25.63,4.36,33.4,2996.0,182.16,218.36,36.205
3531.6,65.5,0.03,0.8352,0.6818,forced,1.0,3.521,16.19,1.21,40.1,1052.5,77.5,90.4,12.907
5859.9,48.09,-23.92,0.6722,0.5488,forced,1.0,4.696,73.19,5.93,55.4,3287.7,531.61,772.85,241.232
